food,expenses,label
639,1445,중위
771,2824,상위
677,1963,중위
686,1690,중위
596,1678,중위
745,1400,하위
563,1525,중위
773,2698,상위
798,1961,중위
608,2214,상위
583,2729,최상위
747,2139,중위
660,1012,하위
756,1991,중위
722,2739,상위
512,2322,최상위
628,1770,중위
771,2099,중위
787,1454,하위
661,2711,최상위
545,2381,최상위
583,2306,상위
715,1969,중위
563,1001,하위
800,1648,중위
756,2345,중위
737,2841,상위
618,2491,최상위
549,1020,하위
527,1122,중위
698,1359,하위
693,2783,최상위
516,2766,최상위
711,2834,상위
682,1442,중위
789,1634,중위
618,2167,상위
615,2607,최상위
703,2281,중위
596,2226,상위
767,2844,상위
669,2386,상위
553,2821,최상위
561,1897,상위
694,2465,상위
524,1674,중위
792,1824,중위
693,2334,상위
773,1857,중위
562,1428,중위
647,2824,최상위
772,2728,상위
603,2833,최상위
644,1202,하위
507,1009,하위
532,2606,최상위
648,2133,중위
721,2092,중위
561,2595,최상위
626,1515,중위
583,1859,중위
626,1476,중위
572,1980,상위
694,1846,중위
687,1552,중위
510,1887,상위
682,1116,하위
597,2412,최상위
557,2187,상위
769,2401,중위
770,1093,극빈층
771,1991,중위
800,1568,하위
680,1525,중위
784,2950,상위
726,2245,중위
621,1478,중위
576,1144,하위
762,1256,하위
641,1719,중위
799,2880,상위
785,1373,하위
598,1923,중위
655,1102,하위
694,2702,상위
580,1806,중위
674,1336,하위
528,1510,중위
780,1342,하위
740,1700,중위
557,1189,중위
664,1025,하위
595,2125,상위
623,2620,최상위
584,2241,상위
736,2729,상위
608,1029,하위
519,1237,중위
561,2930,최상위
609,2306,상위
548,1611,중위
762,2741,상위
549,2916,최상위
574,1169,중위
523,2828,최상위
638,1096,하위
763,2493,중위
655,2495,상위
554,2712,최상위
715,1067,하위
762,2305,중위
762,2883,상위
789,1140,하위
621,1604,중위
557,2533,최상위
644,1123,하위
610,1606,중위
608,1782,중위
568,1980,상위
645,1523,중위
588,1704,중위
755,1157,하위
533,1900,상위
536,2079,상위
505,1553,중위
634,2574,최상위
612,1667,중위
526,2614,최상위
693,2265,중위
719,1343,하위
789,1766,중위
537,2262,최상위
517,1030,하위
595,2143,상위
587,2813,최상위
676,2812,최상위
775,1823,중위
622,1241,하위
532,2861,최상위
734,1917,중위
713,2934,최상위
774,1053,극빈층
655,1285,하위
695,2788,최상위
781,1811,중위
583,1687,중위
793,1465,하위
554,1426,중위
769,1937,중위
552,2417,최상위
800,1327,하위
644,1129,하위
596,1177,하위
540,2272,최상위
550,1109,중위
534,1450,중위
618,1717,중위
603,2292,상위
692,2480,상위
754,1131,하위
694,2551,상위
800,2446,중위
717,1572,중위
667,2456,상위
503,2623,최상위
535,1170,중위
579,2419,최상위
655,2424,상위
708,2156,중위
717,2035,중위
565,2687,최상위
772,1085,극빈층
562,1132,중위
646,1293,중위
624,2455,상위
690,2879,최상위
590,1075,하위
759,1068,극빈층
678,1979,중위
557,1269,중위
632,2309,상위
798,2861,상위
531,2034,상위
678,2500,상위
751,2693,상위
756,1524,중위
742,2486,상위
638,2979,최상위
534,2822,최상위
553,2070,상위
724,1983,중위
706,2442,상위
707,1340,하위
611,1877,중위
800,2739,상위
723,2237,중위
698,2462,상위
779,2758,상위
527,2281,최상위
594,2925,최상위
750,2439,중위
679,2857,최상위
512,2006,상위
504,1496,중위
793,1634,중위
658,2122,중위
779,2067,중위
795,2315,중위
557,2682,최상위
717,2504,상위
556,1655,중위
606,2583,최상위
517,1444,중위
537,1074,중위
585,2095,상위
709,1031,하위
577,1828,중위
730,1681,중위
559,2117,상위
667,2237,상위
746,2008,중위
778,1939,중위
800,2437,중위
799,2207,중위
672,2634,상위
670,1810,중위
682,2144,중위
550,2512,최상위
640,1981,중위
535,1308,중위
748,2375,중위
646,2641,최상위
633,2485,상위
769,1084,극빈층
508,1544,중위
583,1379,중위
770,1187,하위
788,2633,상위
520,1399,중위
646,1380,중위
619,1742,중위
539,1698,중위
723,2640,상위
667,1748,중위
597,1070,하위
568,2403,최상위
530,2447,최상위
527,2080,상위
793,1050,극빈층
532,1555,중위
740,1298,하위
734,2105,중위
586,2613,최상위
540,2458,최상위
598,2707,최상위
523,2577,최상위
599,1970,중위
598,2129,상위
745,2398,중위
666,1175,하위
589,1104,하위
653,1727,중위
640,2036,중위
751,2398,중위
583,1205,중위
703,2506,상위
687,1105,하위
680,1291,하위
789,1853,중위
620,2015,중위
704,1547,중위
666,1906,중위
584,2601,최상위
507,2586,최상위
586,2213,상위
780,1678,중위
700,1945,중위
568,2813,최상위
674,1905,중위
506,1341,중위
698,1106,하위
711,2057,중위
798,2743,상위
639,2368,상위
758,1022,극빈층
695,1954,중위
600,1629,중위
553,1549,중위
500,1814,상위
520,1521,중위
728,1953,중위
748,1859,중위
653,2522,상위
558,2201,상위
504,2988,최상위
713,1124,하위
531,1264,중위
719,1609,중위
646,1739,중위
759,1102,하위
777,2331,중위
662,2799,최상위
551,2785,최상위
607,2242,상위
668,2031,중위
657,1890,중위
788,1019,극빈층
644,1038,하위
509,2130,최상위
522,1630,중위
543,2153,상위
554,2105,상위
792,1280,하위
746,2504,상위
685,2419,상위
647,2750,최상위
706,1723,중위
647,1776,중위
560,1307,중위
761,1332,하위
649,2918,최상위
748,1679,중위
726,2329,중위
560,1287,중위
732,1470,중위
512,2477,최상위
648,1000,하위
707,2173,중위
638,1384,중위
552,2948,최상위
612,1690,중위
697,2114,중위
772,1983,중위
555,1041,하위
720,1635,중위
547,1133,중위
649,1564,중위
613,1470,중위
594,1647,중위
568,1970,상위
637,2376,상위
543,2896,최상위
793,2740,상위
769,2649,상위
714,1629,중위
545,2030,상위
780,1326,하위
640,1546,중위
511,2850,최상위
553,1989,상위
751,1356,하위
509,2257,최상위
763,1242,하위
556,1229,중위
743,1638,중위
725,2106,중위
765,2573,상위
612,2191,상위
544,2583,최상위
513,2504,최상위
743,2878,상위
589,1446,중위
633,1061,하위
586,1617,중위
794,2814,상위
525,1669,중위
729,1119,하위
713,2856,최상위
629,2253,상위
755,2903,상위
506,2397,최상위
784,1826,중위
782,1932,중위
645,1034,하위
559,2388,최상위
696,2973,최상위
769,2033,중위
746,2703,상위
589,1338,중위
708,2686,상위
599,2107,상위
538,1505,중위
661,2565,상위
604,1902,중위
729,1642,중위
557,2716,최상위
543,1903,상위
795,1294,하위
633,2421,상위
688,2052,중위
668,1340,중위
561,2805,최상위
734,1270,하위
663,2182,중위
724,2294,중위
666,2558,상위
508,2310,최상위
614,2174,상위
612,2098,상위
565,1687,중위
719,2710,상위
695,2094,중위
672,1687,중위
638,2046,중위
762,2981,상위
632,1224,하위
672,2750,최상위
787,1083,극빈층
701,1631,중위
761,1848,중위
629,2973,최상위
699,1643,중위
740,2040,중위
589,1107,하위
511,1316,중위
691,1135,하위
649,1716,중위
765,1890,중위
646,1235,하위
611,1218,하위
615,2603,최상위
620,1559,중위
503,1515,중위
750,2659,상위
740,2227,중위
584,2384,최상위
762,1025,극빈층
734,2504,상위
569,1293,중위
665,1600,중위
794,1810,중위
622,1480,중위
544,2019,상위
514,1053,중위
758,2806,상위
688,2551,상위
624,1235,하위
741,1069,하위
594,2408,최상위
617,1959,중위
762,2906,상위
627,1730,중위
783,2986,상위
591,2875,최상위
718,1266,하위
514,1905,상위
547,1908,상위
590,2978,최상위
528,2634,최상위
713,2056,중위
672,2041,중위
728,1573,중위
742,1048,극빈층
681,2433,상위
587,1908,중위
652,1173,하위
566,1664,중위
689,1213,하위
592,2151,상위
706,2638,상위
655,2094,중위
676,2982,최상위
680,2184,중위
603,1728,중위
642,1745,중위
520,1109,중위
541,1640,중위
510,1350,중위
660,2532,상위
505,1845,상위
599,2453,최상위
561,2277,최상위
706,2754,상위
699,2386,상위
704,2249,중위
787,2347,중위
599,2121,상위
649,1156,하위
582,2381,최상위
690,1518,중위
685,1709,중위
524,2135,최상위
798,1274,하위
799,1450,하위
539,2512,최상위
597,1796,중위
634,1689,중위
517,1495,중위
533,2637,최상위
505,2820,최상위
764,2704,상위
517,2260,최상위
569,1162,중위
658,2461,상위
779,2249,중위
732,1276,하위
656,2329,상위
673,2615,상위
519,2012,상위
504,2683,최상위
733,2658,상위
568,1519,중위
635,1090,하위
545,1690,중위
661,2593,상위
748,1382,하위
559,1507,중위
689,2062,중위
762,2157,중위
725,1882,중위
564,1841,중위
753,2115,중위
549,2659,최상위
713,2563,상위
717,1964,중위
719,2572,상위
711,1679,중위
768,1689,중위
745,1507,중위
542,1812,상위
584,1776,중위
617,2992,최상위
714,2466,상위
616,2212,상위
704,2737,상위
780,2905,상위
711,1929,중위
531,1147,중위
582,2236,상위
690,2241,중위
745,2547,상위
742,1778,중위
518,1356,중위
745,2639,상위
644,1304,중위
724,2375,중위
606,1667,중위
603,1110,하위
666,2558,상위
562,1205,중위
748,2564,상위
624,2671,최상위
630,2286,상위
530,2898,최상위
768,1585,중위
774,1311,하위
746,2522,상위
799,2286,중위
682,2536,상위
706,1604,중위
592,1121,하위
502,2282,최상위
744,2307,중위
756,2352,중위
658,2931,최상위
685,2844,최상위
630,2497,상위
539,2007,상위
659,2636,최상위
712,2534,상위
771,2406,중위
698,2870,최상위
642,1257,하위
727,2855,상위
594,2846,최상위
750,2126,중위
740,2097,중위
630,1394,중위
683,2528,상위
762,1521,하위
733,2635,상위
525,1027,하위
548,1914,상위
683,1068,하위
799,2016,중위
583,1725,중위
789,1885,중위
584,1878,중위
665,2704,최상위
522,2416,최상위
544,1685,중위
597,1878,중위
784,2391,중위
729,1542,중위
642,2012,중위
709,1400,하위
685,1167,하위
687,2096,중위
600,2961,최상위
762,1461,하위
610,1971,중위
740,1434,하위
576,2414,최상위
591,1676,중위
563,2235,상위
503,2649,최상위
573,2978,최상위
734,2246,중위
669,2727,최상위
519,1391,중위
561,2401,최상위
544,1060,하위
602,2016,상위
563,1346,중위
729,1545,중위
552,1400,중위
700,2441,상위
692,2788,최상위
705,1858,중위
725,2328,중위
751,2855,상위
720,1401,하위
606,1137,하위
749,1243,하위
673,1166,하위
800,2671,상위
778,1043,극빈층
763,1003,극빈층
671,2041,중위
654,1522,중위
572,1177,중위
774,2982,상위
531,2104,상위
680,2022,중위
630,1381,중위
738,2934,상위
501,2221,최상위
689,1153,하위
566,1281,중위
795,2169,중위
730,1497,중위
766,2098,중위
732,2647,상위
682,1959,중위
787,1066,극빈층
597,1618,중위
658,1745,중위
754,2019,중위
667,1799,중위
771,2922,상위
510,2194,최상위
533,2446,최상위
503,1946,상위
634,2644,최상위
601,1033,하위
654,2628,최상위
560,2460,최상위
653,1852,중위
704,2387,상위
555,2972,최상위
689,2292,중위
650,2666,최상위
591,1696,중위
583,1931,중위
512,1312,중위
646,2596,최상위
599,1165,하위
756,2983,상위
606,2500,최상위
532,2232,최상위
784,1391,하위
749,1776,중위
641,1706,중위
678,2498,상위
519,2591,최상위
581,1883,중위
666,2988,최상위
663,1726,중위
579,2180,상위
526,2167,최상위
755,1939,중위
502,1144,중위
607,1876,중위
683,2815,최상위
758,2001,중위
658,1357,중위
501,2038,최상위
656,2564,상위
531,2830,최상위
646,2413,상위
630,2082,중위
760,1525,중위
800,1913,중위
558,2098,상위
573,1541,중위
509,1274,중위
620,2962,최상위
513,2653,최상위
760,1749,중위
524,1405,중위
656,2947,최상위
533,2704,최상위
695,1829,중위
631,1743,중위
582,2202,상위
768,2473,중위
672,2530,상위
536,2408,최상위
726,2300,중위
683,2647,상위
704,2250,중위
778,2495,중위
785,2941,상위
723,2085,중위
698,1377,하위
799,2454,중위
674,2564,상위
648,2845,최상위
596,1646,중위
512,2699,최상위
591,1268,중위
738,1237,하위
545,1445,중위
663,1613,중위
791,1097,극빈층
778,1411,하위
574,1401,중위
754,1572,중위
721,1407,하위
785,1202,하위
691,1978,중위
644,1297,중위
657,1894,중위
632,1256,하위
797,1534,하위
560,2319,최상위
555,2056,상위
536,1130,중위
635,1329,중위
622,1566,중위
641,2145,상위
559,2957,최상위
520,2628,최상위
699,2070,중위
642,1855,중위
602,2149,상위
719,2291,중위
749,1536,중위
661,2726,최상위
592,2838,최상위
605,1845,중위
692,1043,하위
767,2170,중위
563,1305,중위
533,1917,상위
588,1278,중위
701,2185,중위
711,2095,중위
549,1501,중위
773,2225,중위
757,1285,하위
777,2634,상위
516,1300,중위
690,1434,중위
745,2461,중위
538,1628,중위
513,1837,상위
516,1242,중위
521,2943,최상위
607,1300,중위
734,1121,하위
790,2324,중위
693,1559,중위
698,1032,하위
644,1149,하위
518,2678,최상위
614,2233,상위
597,1811,중위
685,1918,중위
762,1380,하위
747,1244,하위
695,1790,중위
562,2972,최상위
652,2616,최상위
578,1933,상위
777,2316,중위
515,2960,최상위
756,1291,하위
742,2344,중위
714,2903,최상위
784,1198,하위
719,2472,상위
516,1607,중위
627,2676,최상위
791,3000,상위
705,2928,최상위
660,2039,중위
534,2734,최상위
512,2717,최상위
536,2092,상위
561,1040,하위
538,2746,최상위
504,2168,최상위
782,2510,중위
529,2509,최상위
629,2163,상위
654,2369,상위
791,1637,중위
559,2884,최상위
573,2300,최상위
708,2952,최상위
545,1000,하위
718,2553,상위
773,2296,중위
728,2623,상위
787,1862,중위
736,1427,하위
568,1455,중위
799,2752,상위
759,2290,중위
698,2607,상위
722,1289,하위
670,1711,중위
730,1317,하위
699,2189,중위
793,2879,상위
763,1825,중위
631,1316,중위
545,2403,최상위
615,1174,하위
786,1658,중위
721,2378,중위
751,1511,중위
637,2836,최상위
620,2509,최상위
748,1897,중위
799,2344,중위
778,2460,중위
623,1629,중위
538,1579,중위
502,2485,최상위
783,2074,중위
584,2007,상위
647,1652,중위
629,1288,중위
577,2395,최상위
511,1995,상위
528,2461,최상위
776,2726,상위
627,1398,중위
576,2552,최상위
648,1902,중위
773,1114,하위
684,2238,중위
543,2135,상위
522,1099,중위
740,1520,중위
646,1322,중위
656,1409,중위
710,1669,중위
549,2593,최상위
544,1923,상위
605,1346,중위
618,1147,하위
716,1881,중위
587,1052,하위
785,1255,하위
546,2906,최상위
663,2381,상위
678,2284,상위
621,1543,중위
505,2839,최상위
719,2566,상위
624,2357,상위
611,2786,최상위
605,2096,상위
600,1037,하위
558,2323,최상위
616,1032,하위
776,2929,상위
561,1690,중위
683,2549,상위
797,1808,중위
710,2048,중위
636,1144,하위
526,1494,중위
776,2617,상위
544,1564,중위
669,2051,중위
638,1811,중위
692,2931,최상위
561,2087,상위
635,2196,상위
505,2793,최상위
519,1899,상위
736,2500,상위
583,2894,최상위
629,2804,최상위
602,1484,중위
612,1765,중위
547,1148,중위
794,2781,상위
709,1903,중위
749,1097,하위
503,2507,최상위
714,2103,중위
519,1354,중위
533,2549,최상위
588,2827,최상위
757,2000,중위
667,2384,상위
618,2153,상위
689,1772,중위
506,1953,상위
703,2670,상위
799,2120,중위
507,2791,최상위
559,1927,상위
583,1358,중위
798,2998,상위
683,1846,중위
559,2698,최상위
617,1538,중위
530,2552,최상위
654,1659,중위
746,1346,하위
602,2671,최상위
711,2690,상위
604,2162,상위
641,1833,중위
577,2637,최상위
795,1674,중위
743,2712,상위
529,1359,중위
786,1779,중위
655,2525,상위
750,2213,중위
781,1965,중위
630,2487,상위
726,1150,하위
550,2547,최상위
674,1975,중위
787,1369,하위
671,1565,중위
721,2143,중위
716,1361,하위
788,1295,하위
709,1243,하위
562,2440,최상위
670,2335,상위
503,2847,최상위
533,1528,중위
560,1188,중위
626,1421,중위
730,2528,상위
655,2104,중위
534,1141,중위
509,2390,최상위
500,2071,최상위
563,2847,최상위
636,1125,하위
590,1416,중위
692,2301,중위
781,2590,중위
596,2851,최상위
532,1815,상위
640,1178,하위
559,2842,최상위
788,1478,하위
571,1705,중위
686,2671,상위
629,1499,중위
565,2306,최상위
566,1090,하위
731,2428,중위
780,1038,극빈층
514,1815,상위
622,2218,상위
678,2509,상위
655,1445,중위
609,2899,최상위
543,2377,최상위
559,1021,하위
707,1110,하위
709,1499,중위
772,2703,상위
711,2658,상위
662,1195,하위
616,1907,중위
531,1045,하위
505,1386,중위
660,1211,하위
660,2923,최상위
633,2074,중위
623,1065,하위
560,2000,상위
649,1635,중위
523,2755,최상위
653,2135,중위
756,2923,상위
600,2647,최상위
798,1295,하위
679,1971,중위
656,2040,중위
716,1395,하위
587,2656,최상위
528,1644,중위
711,3000,최상위
668,1105,하위
594,2832,최상위
566,2324,최상위
780,2944,상위
568,1991,상위
603,2556,최상위
774,1455,하위
686,1283,하위
747,1536,중위
684,1117,하위
799,2514,중위
756,1855,중위
743,1866,중위
669,2836,최상위
531,2389,최상위
516,2374,최상위
727,2570,상위
776,2989,상위
684,1389,중위
565,2407,최상위
699,1824,중위
713,2749,상위
768,1191,하위
543,2134,상위
650,2380,상위
555,2065,상위
688,1203,하위
780,2880,상위
762,1807,중위
616,1561,중위
503,2878,최상위
775,1590,중위
555,2993,최상위
789,1534,하위
719,1033,하위
796,2530,중위
523,1547,중위
784,2557,중위
735,2667,상위
672,2180,중위
769,1343,하위
708,2172,중위
599,1829,중위
584,2091,상위
689,1990,중위
599,1782,중위
750,2628,상위
532,1732,중위
503,1613,중위
562,1891,상위
737,1152,하위
709,2127,중위
508,1720,상위
691,1412,중위
585,1278,중위
510,2692,최상위
766,2169,중위
623,1155,하위
730,1978,중위
770,2771,상위
734,2366,중위
689,2917,최상위
500,2661,최상위
730,2856,상위
561,2255,최상위
652,2082,중위
611,2859,최상위
651,1752,중위
545,1483,중위
550,2188,상위
662,1457,중위
745,1511,중위
763,2404,중위
722,2860,상위
722,2531,상위
755,2136,중위
648,1279,하위
681,2387,상위
782,1847,중위
788,2190,중위
685,1391,중위
644,1710,중위
719,2303,중위
722,2901,최상위
711,1156,하위
665,1903,중위
538,2419,최상위
640,2017,중위
707,2817,상위
546,2187,최상위
641,2221,상위
764,2266,중위
745,2502,상위
572,1381,중위
626,1582,중위
675,2508,상위
620,2740,최상위
724,1440,하위
789,2962,상위
744,1995,중위
690,1314,하위
570,1374,중위
650,2666,최상위
762,1340,하위
769,2994,상위
585,1037,하위
547,1042,하위
680,1203,하위
677,1785,중위
545,1507,중위
622,1239,하위
728,1331,하위
762,2873,상위
579,1010,하위
685,1534,중위
588,2618,최상위
692,2602,상위
720,1380,하위
554,2821,최상위
713,2269,중위
726,2955,최상위
547,2581,최상위
748,2816,상위
526,2849,최상위
734,2612,상위
752,1756,중위
780,1293,하위
514,2975,최상위
764,1957,중위
661,1393,중위
624,2164,상위
530,2327,최상위
670,2395,상위
654,1274,하위
714,1206,하위
675,1069,하위
707,1599,중위
542,1460,중위
612,1866,중위
657,2696,최상위
646,2675,최상위
609,1742,중위
559,2027,상위
713,1970,중위
652,1008,하위
562,2631,최상위
657,1230,하위
624,2637,최상위
545,2620,최상위
599,1531,중위
563,1529,중위
601,2035,상위
782,2146,중위
800,2850,상위
575,1902,중위
720,1702,중위
699,1147,하위
553,2373,최상위
727,2762,상위
642,2615,최상위
556,1414,중위
695,1658,중위
652,1904,중위
709,2671,상위
630,1833,중위
718,2473,상위
749,1138,하위
651,2773,최상위
631,1424,중위
680,2972,최상위
621,2668,최상위
656,1218,하위
723,2166,중위
628,2322,상위
791,2677,상위
523,2230,최상위
700,1083,하위
671,2986,최상위
687,2831,최상위
755,1162,하위
788,1307,하위
532,2375,최상위
745,2513,상위
614,1699,중위
721,1373,하위
575,1909,중위
734,1401,하위
620,2002,중위
579,1361,중위
509,2293,최상위
738,1594,중위
670,2432,상위
622,2994,최상위
760,1533,중위
520,1036,하위
739,1058,하위
669,1535,중위
619,2483,최상위
654,2835,최상위
712,1111,하위
786,2153,중위
607,2960,최상위
514,1373,중위
591,1972,상위
581,1880,중위
670,1294,하위
783,1201,하위
539,2251,최상위
792,1141,하위
678,2620,상위
564,2218,상위
575,1787,중위
782,1064,극빈층
776,2272,중위
666,1586,중위
686,2001,중위
552,1341,중위
590,1874,중위
753,2577,상위
567,1606,중위
690,2799,최상위
612,2587,최상위
767,2995,상위
508,2413,최상위
673,1662,중위
567,2284,최상위
726,1305,하위
746,2807,상위
512,2980,최상위
513,2278,최상위
577,2181,상위
589,2003,상위
721,2270,중위
589,1240,중위
634,2930,최상위
641,1155,하위
749,2764,상위
674,2308,상위
730,1999,중위
638,2991,최상위
512,1815,상위
698,2992,최상위
748,2776,상위
570,2845,최상위
551,1634,중위
636,2693,최상위
641,2936,최상위
556,2445,최상위
683,2438,상위
733,1002,극빈층
776,2487,중위
584,2083,상위
775,1310,하위
702,1335,하위
500,2957,최상위
766,1659,중위
738,2805,상위
574,2500,최상위
743,1176,하위
660,2213,상위
664,2450,상위
767,1908,중위
530,2713,최상위
784,2571,중위
738,2112,중위
611,2424,상위
531,2237,최상위
786,2559,중위
788,2822,상위
571,2463,최상위
697,2639,상위
704,1648,중위
646,1785,중위
639,2050,중위
618,2901,최상위
567,1741,중위
757,2324,중위
565,2272,최상위
743,1279,하위
747,1338,하위
503,1457,중위
757,1141,하위
500,2509,최상위
547,2317,최상위
596,2303,상위
567,1596,중위
585,1061,하위
526,1725,중위
608,1111,하위
587,2198,상위
701,2356,상위
740,1189,하위
587,1987,상위
510,2213,최상위
699,2245,중위
665,2742,최상위
658,2749,최상위
795,1936,중위
726,1851,중위
793,2452,중위
723,2664,상위
515,2903,최상위
537,1634,중위
688,1126,하위
563,1942,상위
638,1640,중위
507,1815,상위
661,2392,상위
625,1622,중위
618,2145,상위
559,2445,최상위
700,2774,상위
537,1061,하위
637,1136,하위
512,2408,최상위
651,2108,중위
726,1673,중위
789,2118,중위
578,2085,상위
595,1840,중위
524,1097,중위
575,1591,중위
732,1174,하위
681,2857,최상위
705,2494,상위
535,2285,최상위
569,2962,최상위
667,1829,중위
544,1284,중위
544,1874,상위
794,2050,중위
527,2990,최상위
694,2924,최상위
718,2779,상위
627,1769,중위
797,2267,중위
573,1906,중위
592,1477,중위
782,1683,중위
614,2925,최상위
625,2725,최상위
663,2144,중위
766,2014,중위
745,2424,중위
784,2592,중위
564,2779,최상위
671,2002,중위
536,2950,최상위
759,2610,상위
784,2460,중위
541,1245,중위
778,1769,중위
697,1455,중위
680,1975,중위
658,1614,중위
621,2673,최상위
607,1580,중위
530,2423,최상위
536,1370,중위
657,1488,중위
779,1358,하위
558,1877,상위
792,1657,중위
505,2463,최상위
583,2630,최상위
651,1798,중위
753,2821,상위
744,2207,중위
756,2873,상위
511,2257,최상위
556,2992,최상위
556,1060,하위
751,1885,중위
578,1294,중위
567,2327,최상위
695,1056,하위
647,2656,최상위
752,1298,하위
507,2508,최상위
530,2147,최상위
777,1015,극빈층
657,2771,최상위
743,2459,중위
800,2504,중위
660,1801,중위
562,2719,최상위
670,1189,하위
542,1264,중위
560,1947,상위
667,2931,최상위
760,1940,중위
732,1325,하위
695,1116,하위
521,1199,중위
577,2385,최상위
537,1718,중위
572,1397,중위
641,1215,하위
588,1515,중위
690,1138,하위
780,2650,상위
788,2361,중위
722,2004,중위
614,1801,중위
727,1369,하위
651,1180,하위
575,1625,중위
787,2238,중위
654,2594,상위
635,2443,상위
635,2582,최상위
662,1164,하위
746,1161,하위
680,2815,최상위
508,1934,상위
685,1048,하위
769,1657,중위
539,2926,최상위
658,1414,중위
739,2815,상위
795,2067,중위
505,2621,최상위
610,2711,최상위
669,2942,최상위
741,2362,중위
673,2957,최상위
639,2412,상위
686,1570,중위
606,1697,중위
690,2426,상위
686,2193,중위
519,2140,최상위
778,1676,중위
547,2553,최상위
792,2716,상위
740,1819,중위
578,1664,중위
697,2556,상위
737,1509,중위
798,1280,하위
698,2103,중위
548,2607,최상위
797,1883,중위
616,2033,중위
536,2322,최상위
722,2420,상위
743,2761,상위
681,1471,중위
551,1029,하위
706,2322,중위
637,1573,중위
567,1142,중위
621,1933,중위
749,1114,하위
548,1288,중위
552,1792,중위
693,1006,하위
568,1778,중위
704,1193,하위
640,2548,상위
706,1445,중위
513,1097,중위
574,1456,중위
574,2035,상위
797,1863,중위
645,1218,하위
548,1627,중위
713,1584,중위
629,1148,하위
733,1759,중위
709,1129,하위
777,1654,중위
615,1157,하위
773,2204,중위
719,2438,상위
757,1870,중위
582,1142,하위
587,1284,중위
728,1307,하위
570,2275,상위
515,2127,최상위
562,2864,최상위
513,2853,최상위
723,2118,중위
519,1663,중위
700,1448,중위
513,2528,최상위
633,1477,중위
719,2891,최상위
605,2256,상위
559,2054,상위
526,2254,최상위
545,2702,최상위
604,1552,중위
577,1302,중위
591,1376,중위
720,2753,상위
712,2095,중위
695,1174,하위
658,2056,중위
665,1042,하위
622,1863,중위
616,2812,최상위
762,2032,중위
706,2794,상위
560,1807,중위
677,2479,상위
528,1907,상위
657,2960,최상위
656,1292,하위
792,1196,하위
551,1593,중위
538,1867,상위
604,2110,상위
621,1561,중위
738,1834,중위
720,1394,하위
570,1247,중위
761,1877,중위
789,2676,상위
527,2427,최상위
535,2013,상위
686,1515,중위
625,2061,중위
565,1613,중위
535,2927,최상위
667,1250,하위
761,1226,하위
672,2835,최상위
548,2077,상위
708,1353,하위
507,2125,최상위
690,1842,중위
766,2079,중위
774,2771,상위
590,1629,중위
631,1840,중위
648,1179,하위
650,2068,중위
766,2406,중위
685,2505,상위
515,1861,상위
580,1789,중위
518,1078,중위
538,1391,중위
519,2904,최상위
510,1614,중위
524,1012,하위
592,1124,하위
714,1403,하위
671,2988,최상위
639,1218,하위
589,1721,중위
763,2184,중위
790,2064,중위
528,1324,중위
696,2533,상위
719,2197,중위
635,2423,상위
639,2035,중위
718,1435,하위
643,2731,최상위
783,2009,중위
752,1995,중위
652,1897,중위
704,2015,중위
525,1664,중위
664,2581,상위
760,2358,중위
721,1859,중위
624,2363,상위
788,1483,하위
788,2024,중위
763,2291,중위
707,2210,중위
500,2411,최상위
693,1584,중위
785,2192,중위
758,1938,중위
643,2709,최상위
726,1365,하위
505,2797,최상위
696,2985,최상위
571,1717,중위
560,2772,최상위
503,2741,최상위
646,1862,중위
772,2415,중위
583,1841,중위
593,2823,최상위
746,1780,중위
695,2106,중위
707,2840,최상위
586,2307,상위
579,1325,중위
519,2675,최상위
535,2331,최상위
798,2530,중위
714,2178,중위
724,2968,최상위
558,1360,중위
579,1976,상위
800,2677,상위
691,1820,중위
796,1557,하위
669,1241,하위
551,1709,중위
769,1497,하위
586,1169,하위
551,1349,중위
695,2782,최상위
717,1226,하위
677,1626,중위
716,2381,중위
686,2408,상위
530,1675,중위
667,1166,하위
627,1123,하위
773,2006,중위
636,1584,중위
754,2255,중위
751,1624,중위
567,2769,최상위
651,1579,중위
767,2739,상위
794,1334,하위
667,1535,중위
699,2582,상위
728,2698,상위
612,2029,중위
763,2508,중위
594,2738,최상위
769,1596,중위
585,1923,중위
719,1865,중위
546,1311,중위
603,1551,중위
762,1713,중위
500,1654,중위
709,1903,중위
624,1296,중위
673,2276,상위
639,1537,중위
797,1430,하위
731,1865,중위
741,1939,중위
573,1337,중위
754,2014,중위
786,1720,중위
638,2128,상위
787,1119,극빈층
771,1946,중위
584,1590,중위
776,2422,중위
552,1160,중위
593,1006,하위
686,1514,중위
506,1037,중위
696,1410,중위
545,2484,최상위
739,2152,중위
759,2815,상위
569,2540,최상위
615,1439,중위
510,2187,최상위
760,2055,중위
773,1698,중위
540,1448,중위
733,1673,중위
605,2315,상위
529,1661,중위
515,2990,최상위
705,1684,중위
588,2222,상위
625,1560,중위
585,2399,최상위
751,2160,중위
552,2749,최상위
776,1023,극빈층
751,2757,상위
760,2097,중위
656,2078,중위
666,1480,중위
598,2727,최상위
775,2831,상위
793,2756,상위
800,2483,중위
703,2754,상위
773,1257,하위
783,1757,중위
683,1808,중위
553,2894,최상위
534,1574,중위
681,2593,상위
639,2068,중위
575,1438,중위
515,1391,중위
698,2504,상위
798,1318,하위
529,2206,최상위
630,2799,최상위
706,1834,중위
639,1933,중위
